# Start logging at 2023-07-28 09:16:13 CDT
[09:16:13] disconnected
[09:16:13] Friday, July 28, 2023
[09:16:13] Server connection timed out, reconnecting
[09:16:15] connected
# Start logging at 2023-07-28 09:32:11 CDT
[09:32:11] connected
[09:36:10] Redbeardy_McGee is live!
[09:36:26]  moribund: FeelsBeardMan
[18:50:43]  bunhara: neither have i until i saw the mod LUL
[18:50:47]  alenafenomena: i get such a kick out of "I always win" "I didn't win"
[18:50:52]  alenafenomena: makes me laugh every time
[18:51:32]  bunhara: yeah and it changed my perspective completely
[18:51:36]  bunhara: they censored them
[18:51:38]  bunhara: dkShame
[18:51:42]  bunhara: and no one knew
[18:51:44]  bunhara: dkShame
[18:51:57]  captainnoobzor: pretty potions
[18:52:13]  moneymoneyloot: tony hawk fanclub dkShame
[18:52:21]  moneymoneyloot: censored dkShame
[18:52:25]  captainnoobzor: shopping act
[18:52:35]  captainnoobzor: they really modded the beyond into the mall
[18:52:52]  alenafenomena: i need to get on top of that and roll ads more often, take breaks more often
[18:54:18]  bunhara: taking breaks is super encouraged
[18:54:23]  bunhara: helps a lot
[18:57:40]  alenafenomena: @Bunhara yeah, my stamina is low, so if I don't take breaks then I can't stream very long
[18:58:04]  alenafenomena: wait a sec, have you really been streaming over 9 hours?
[18:58:34]  alenafenomena: i totally misread your time live when I raided, I thought you'd gone live like 8 min before
[18:58:45]  alenafenomena: careful, don't overhydrate
[18:59:07]  alenafenomena: i had one close call, i'm careful now
[19:01:17]  bunhara: !sr rasputin
[19:01:18]  nightbot: @Bunhara -> "Boney M - Rasputin (Lyrics)" by 7clouds has been added to the queue in position #2
[19:05:54]  alenafenomena: what do you all think about Optimize the Spire and RAM saver by Alchyr?
[19:06:12]  bunhara: never used them
[19:06:20]  captainnoobzor: that's a gamer storm of steel
[19:08:17]  bunhara: you did yeah
[19:09:12]  alenafenomena: don't see how anybody can survive a turn like this
[19:09:34]  alenafenomena: monkaGIGA
[19:13:11]  alenafenomena: how do you get a hand with so many cards?
[19:13:41]  captainnoobzor: i keep telling people
[19:13:44]  captainnoobzor: storm of steel owns
[19:14:01]  captainnoobzor: keep those shivs for act 4 elites
[19:14:07]  alenafenomena: oh!
[19:14:08]  alenafenomena: i see
[19:14:36]  alenafenomena: cpicsYayCera
[19:15:09]  moneymoneyloot: ive returned
[19:15:22]  bunhara: shut the fuck up, money
[19:15:24]  moneymoneyloot: kinda i layed down
[19:15:27]  moneymoneyloot: sry bun
[19:15:35]  moribund: moneyJAM
[19:15:38]  bunhara: i forgive you
[19:15:42]  moneymoneyloot: bundy
[19:15:52]  bunhara: (not ted)
[19:17:26]  moneymoneyloot: ben
[19:17:50]  moneymoneyloot: benergy
[19:18:17]  moneymoneyloot: POG
[19:19:17]  leprochauninja: whoa he's still at it
[19:19:22]  leprochauninja: SilentDash
[19:19:29]  leprochauninja: hey it's fixed
[19:20:34]  moneymoneyloot: nup
[19:21:53]  moribund: 0x15
[19:22:01]  moribund: I thought this was the final boss
[19:22:06]  moribund: can't even do damage dkShame
[19:22:35]  captainnoobzor: do not dead
[19:22:45]  captainnoobzor: i feel so vindicated
[19:22:45]  alenafenomena: cpicsShrug
[19:22:46]  moribund: monkaGIGA
[19:22:46]  captainnoobzor: for that setup
[19:23:06]  captainnoobzor: well
[19:23:13]  moneymoneyloot: lordeing
[19:23:22]  moneymoneyloot: !sr lorde love club
[19:23:22]  nightbot: @moneymoneyloot -> "Lorde - The Love Club (Audio)" by Lorde has been added to the queue in position #2
[19:23:48]  captainnoobzor: it's just that you can bottom deck enlightenment so it's a convenient backup plan
[19:23:58]  captainnoobzor: well technically enlightenment becomes the backup plan
[19:24:28]  captainnoobzor: i guess 4 potions is a good backup plan too
[19:25:48]  moneymoneyloot: catJAM
[19:25:54]  moribund: WIDECATJAM
[19:25:54]  nightbot: WARNING: This emote is unlisted. Either it hasn't yet been confirmed by a moderator, or the moderation team chose not to confirm this emote. As a result, we cannot guarantee it is safe to show on a livestream.
[19:27:29]  captainnoobzor: where bites monkaS
[19:27:47]  moneymoneyloot: rodney
[19:27:51]  moneymoneyloot: literally useless btw
[19:28:02]  captainnoobzor: i kinda wanted to buy bouncing flask in the same shop as setup
[19:28:06]  captainnoobzor: for beat of death
[19:28:13]  captainnoobzor: but this should be winnable without flask
[19:28:23]  captainnoobzor: i mean this is 100% winnable yeah
[19:28:28]  captainnoobzor: paying a little more attention
[19:28:30]  moneymoneyloot: yeah def winnable
[19:28:45]  leprochauninja: unfortch
[19:28:56]  captainnoobzor: it's the classic nightmare WF throw
[19:28:59]  captainnoobzor: thats how my sample started
[19:29:15]  captainnoobzor: i skip caltrops+ from orrery and sloppy micro in heart fight
[19:29:18]  captainnoobzor: die to beat of death
[19:29:23]  bunhara: ngl i kinda wanted that tungsten rod
[19:29:28]  captainnoobzor: thats why when i see bouncing flask in the shop
[19:29:30]  captainnoobzor: i want to buy it
[19:29:48]  alenafenomena: PepoG
[19:30:29]  captainnoobzor: dupe pot accuracy is one way to get the damage before bleeding out
[19:30:50]  captainnoobzor: oh
[19:30:53]  captainnoobzor: you want style points
[19:30:55]  captainnoobzor: gotcha
[19:31:02]  duncanarchib: that uptime tho
[19:31:18]  moneymoneyloot: 2023 is the year of the uptime
[19:31:35]  moneymoneyloot: nightmare bite BIGPOG
[19:32:18]  moribund: uptime girl
[19:32:34]  moneymoneyloot: living in my uptime world NotLikeThis
[19:33:01]  moribund: I bet she's never had a backseating guy
[19:36:36]  captainnoobzor: gg
[19:37:47]  moneymoneyloot: potions are for cheaters
[19:37:51]  duncanarchib: gg
[19:38:00]  moribund: it's a card game, not a potion game
[19:38:53]  moribund: time for an endless run to wind down
[19:38:53]  moneymoneyloot: the beard got weird
[19:39:00]  alenafenomena: GG
[19:39:48]  alenafenomena: my gain 👍 loved meeting you all
[19:40:05]  alenafenomena: installed a bunch of the mods you recommended
[19:40:07]  alenafenomena: lmao
[19:40:16]  alenafenomena: raid call?
[19:40:37]  alenafenomena: gotcha
[19:41:10] Redbeardy_McGee is now offline.
