# Start logging at 2023-08-10 08:02:39 CDT
[08:02:39] disconnected
[08:02:39] Thursday, August 10, 2023
[08:02:39] Server connection timed out, reconnecting
[08:02:41] connected
# Start logging at 2023-08-10 08:16:17 CDT
[08:16:17] connected
[08:22:17] Redbeardy_McGee is live!
[08:29:54]  moribund: FeelsBeardMan
[11:46:20]  moneymoneyloot: i like dualcast consume hispanic
[11:46:47]  captainfalcum: how do we shoop here
[11:47:01]  firstdane: herspanic* gremlin leader is a lady
[11:47:15]  apneaa: @Bunhara "this content might contain overt grosseness of langage and vulgarity"
[11:47:29]  apneaa: thanks twitch for saving me from the danger of bun vods
[11:47:30]  captainfalcum: moneym59JACKIE
[11:47:36]  apneaa: :)
[11:50:07]  captainfalcum: 69
[11:51:01]  moribund: uno
[11:51:07]  moneymoneyloot: dam
[11:52:10]  bunhara: @apneaa the vods are NSFA
[11:52:16]  bunhara: not safe for apneaa
[11:52:39]  apneaa: @Bunhara you know i have to hid this god damn message with the html console
[11:52:41]  apneaa: it's so dumb
[11:52:46]  apneaa: I KNOW twitch
[11:52:47]  apneaa: I KNOW
[11:52:55]  apneaa: can you just get this god damn message
[11:52:58]  apneaa: out of my screen
[11:53:24]  moneymoneyloot: gremlin leader is maybe harder than aliens for the dipshit robot I'm realizing
[11:53:29]  moneymoneyloot: or at least comparable
[11:53:35]  moneymoneyloot: dark orb sucks ass here
[11:53:36]  bunhara: i thought the message was just for profanity anyway, so knowing that ill just get rid of it LUL @apneaa
[11:54:28]  apneaa: @Bunhara i mean it doesn't show unless i move my mouse so i think for the immense majority of watchers on twitch
[11:54:32]  apneaa: this message is a non issue
[11:54:49]  apneaa: i'm just irritated by things on my screen i didn't ask for
[11:54:56]  apneaa: NOBAYRS
[11:55:18]  moneymoneyloot: yeah i think i was wrong about dualcast but something to move dark orb and consume looked good there
[11:55:46]  dr0gulus: moneymoneyamaz would be screaming into the camera right now
[11:55:57]  dr0gulus: if not for the fat doinks
[11:56:03]  dr0gulus: we out here
[11:56:07]  sparklecrotchthottie: dr0inks
[11:56:22]  sparklecrotchthottie: fuck you dipshit
[11:56:49]  bunhara: yeah im good bro where tf am i tho
[11:56:50]  sparklecrotchthottie: whypepLs whypepLs whypepLs whypepLs
[11:57:24]  dr0gulus: david
[11:57:25]  sparklecrotchthottie: a little part of me dies everytime i forget my steam password
[11:57:27]  dr0gulus: biblical card
[11:57:29]  dr0gulus: take
[11:57:44]  dr0gulus: david
[11:57:45]  sparklecrotchthottie: iron david
[11:57:49]  captainfalcum: cum
[11:58:14]  dr0gulus: by 2025 every card will just have a human name
[11:58:15]  sparklecrotchthottie: iron wave is dash minus minus
[11:58:28]  dr0gulus: buy phillip
[11:58:37]  dr0gulus: thanks
[11:58:43]  sparklecrotchthottie: block like a pussy
[11:59:53]  sparklecrotchthottie: mibph
[11:59:59]  sparklecrotchthottie: for mibph
[12:00:07]  moribund: Bustin
[12:00:44]  sparklecrotchthottie: too tempting
[12:01:03]  sparklecrotchthottie: b'g own, in fact
[12:01:11]  sparklecrotchthottie: inf
[12:01:52]  sparklecrotchthottie: moneym59MOZ whypepLs moneym59MOZ whypepLs moneym59MOZ moneym59JAM whypepLs moneym59JAM whypepLs moneym59MOZ whypepLs moneym59MOZ
[12:02:21]  moribund: it's fine, I don't think I've ever seen 1hp matter in a fight
[12:02:34]  sparklecrotchthottie: DED
[12:03:20]  moribund: Tony
[12:03:41]  sparklecrotchthottie: upgrate rup?
[12:03:57]  sparklecrotchthottie: or upgrate HACHEpee
[12:04:48]  apneaa: "this stream may contain heavy tobacco use"
[12:04:58]  apneaa: as opposed to regular tobacco use?
[12:05:37]  apneaa: i was checking out more about the new twitch toss messages
[12:06:02]  apneaa: and if i log into a new stream that is detected as potentially containing mature themes
[12:06:05]  apneaa: it show you a screen
[12:06:06]  firstdane: !sr https://www.youtube.com/watch?v=GRC4Ac6IB1w
[12:06:07]  nightbot: @FirstDane -> "Wildfires" by Sault - Topic has been added to the queue in position #1
[12:06:07]  bunhara: gloggavulin
[12:06:22]  apneaa: @Bunhara you didnt tell me you had a "heavy tobacco use" habit
[12:06:24]  apneaa: :/
[12:06:44]  bunhara: im following in moneys footsteps
[12:06:51]  apneaa: bun is just constantly lighting cigs in a row
[12:06:56]  apneaa: interesting
[12:07:00]  sparklecrotchthottie: !sr https://www.youtube.com/watch?v=w2ENXD0VjYA
[12:07:01]  nightbot: @SparkleCrotchThottie -> "Asha Imuno - ZIG ZAGGING (Official Music Video)" by Asha Imuno has been added to the queue in position #2
[12:07:39]  sparklecrotchthottie: !sr https://www.youtube.com/watch?v=WovPSTAJIVU
[12:07:40]  nightbot: @SparkleCrotchThottie -> "Savant - Prototype" by Wobblecraft has been added to the queue in position #3
[12:09:34]  duncanarchib: red guy? oh boy
[12:11:11]  dr0gulus: bad split meta
[12:11:13]  dr0gulus: its back boys
[12:12:17]  bunhara: combust
[12:12:25]  duncanarchib: good call bun
[12:14:22]  duncanarchib: then cubed it up
[12:15:14]  sparklecrotchthottie: !sr https://www.youtube.com/watch?v=ZBjKYlt-iKw
[12:15:14]  nightbot: @SparkleCrotchThottie -> "Wels - NXSTY BLOOD" by EUPHXRIA has been added to the queue in position #3
[12:15:29]  bunhara: !sr milk n honey anderson
[12:15:29]  nightbot: @Bunhara -> "Milk N' Honey" by Anderson .Paak - Topic has been added to the queue in position #4
[12:15:32]  sparklecrotchthottie: !sr https://www.youtube.com/watch?v=7dQteRVs7Dg
[12:15:53]  dr0gulus: haven't you learned your lesson yet
[12:15:55]  dr0gulus: pryamid sucks
[12:16:02]  duncanarchib: ah but if you take pyramid then you can't headbutt feed anymore smh
[12:16:14]  bunhara: can with spoon
[12:18:07]  sparklecrotchthottie: moneym59MOZ moneym59JAM moneym59JAM whypepLs moneym59JAM moneym59JAM whypepLs whypepLs whypepLs moneym59MOZ moneym59MOZ moneym59MOZ moneym59JAM
[12:22:41]  sparklecrotchthottie: !sr https://www.youtube.com/watch?v=7dQteRVs7Dg
[12:22:43]  nightbot: @SparkleCrotchThottie -> ".diedlonely x énouement - stellar (Sped Up)" by EUPHXRIA has been added to the queue in position #3
[12:27:14]  apneaa: beardy i have questions for you
[12:27:43]  apneaa: can you answer these questions by yes or no
[12:27:44]  apneaa: :/
[12:27:46]  firstdane: death by side quest
[12:28:01]  moneymoneyloot: WIDECATJAM
[12:28:01]  nightbot: WARNING: This emote is unlisted. Either it hasn't yet been confirmed by a moderator, or the moderation team chose not to confirm this emote. As a result, we cannot guarantee it is safe to show on a livestream.
[12:28:12]  apneaa: @Redbeardy_McGee how often do you drink water
[12:28:13]  apneaa: YES OR NO
[12:28:28]  sparklecrotchthottie: moneym59SHAKE moneym59SHAKE
[12:28:29]  apneaa: How often do you brush your teeth?
[12:28:31]  apneaa: YES OR NO
[12:29:04]  bunhara: Adge
[12:29:26]  moribund: Adge
[12:29:34]  firstdane: 🤖 MUST 🤖 CONSUME 🤖
[12:32:15]  bunhara: back
[12:32:56]  sparklecrotchthottie: !sr https://youtu.be/rI7yrHXQ_S8
[12:32:56]  nightbot: @SparkleCrotchThottie -> "Piece of Mind" by Idris Muhammad - Topic has been added to the queue in position #1
[12:36:52]  sparklecrotchthottie: !sr https://www.youtube.com/watch?v=6GEI3PpXEAo
[12:36:52]  nightbot: @SparkleCrotchThottie -> There was an error requesting the song. Error: video too long (10 min max)
[12:36:55]  sparklecrotchthottie: cringe
[12:36:57]  sparklecrotchthottie: CRINGE
[12:37:14]  duncanarchib: snackrifice
[12:37:16]  glint0: hi mr beard
[12:37:19]  glint0: how goes the thing
[12:37:20]  bahbkarns: snackin
[12:37:27]  sparklecrotchthottie: gaming this turn
[12:37:29]  bahbkarns: smoked swiss WIDEKREYGASM
[12:37:39]  sparklecrotchthottie: smoke my swiss bahb
[12:37:45]  bahbkarns: 🚬
[12:37:59]  bahbkarns: StinkyGlitch
[12:38:18]  glint0: NOMMERS
[12:38:49]  apneaa: @Redbeardy_McGee how often do you brush your beard
[12:38:51]  apneaa: YES OR NO
[12:39:03]  dr0gulus: no
[12:39:26]  bahbkarns: beard care is self care
[12:39:27]  bunhara: perhaps
[12:39:40]  bahbkarns: Puberty will hit one of these days and i'll be able to correctly grow a beard
[12:39:49]  bunhara: one of these days
[12:39:49]  nerdbusta1: Did the defect run win?
[12:39:50]  bunhara: dkShame
[12:39:54]  bunhara: @nerdbusta1 no
[12:40:04]  nerdbusta1: @bunhara sadge
[12:40:18]  apneaa: my beard is still filling at 27 monkaS and not like it was patchy before
[12:40:25]  apneaa: i starting to get crazy
[12:40:37]  apneaa: soon i'll have to defend in court that i am a human
[12:40:40]  bahbkarns: @Apneaa 35 here, still patchy PepePls
[12:40:40]  apneaa: and not a gorrila
[12:40:40]  sparklecrotchthottie: rupping
[12:41:10]  apneaa: @BAHBkarns be carefull what you wish for
[12:41:45]  apneaa: my neck hair is getting actually dumb, it's like rejoigning my beard by now
[12:41:54]  apneaa: monkaS
[12:42:15]  dr0gulus: apneaa revealed his eye to me and i could tell it was not human
[12:42:21]  nerdbusta1: limit break CaitlynS
[12:42:38]  apneaa: @dr0gulus my eyes had never been so blasted before
[12:42:40]  apneaa: ever
[12:43:21]  nerdbusta1: I think limit break is pretty underrated
[12:43:31]  nerdbusta1: Clad has room to hold a few bricks
[12:44:15]  apneaa: the times when break is good it's like fairly clear
[12:44:17]  apneaa: and then theres
[12:44:19]  apneaa: THAT deck
[12:44:22]  apneaa: kuro knows
[12:44:27]  apneaa: where a beginner
[12:44:29]  apneaa: might not seee
[12:44:33]  apneaa: that you want a limit break badly
[12:44:41]  apneaa: but that deck is not something you see often
[12:44:45]  a_snail_chosen_at_random: kuro deck monkaS
[12:44:48]  apneaa: and often time that deck just goes infinite
[12:44:54]  apneaa: and then the limit break didnt mattter
[12:45:14]  nerdbusta1: Limit break not needing an upgrade is quite nice
[12:45:29]  nerdbusta1: Play once, gets out of the deck and that’s your scaling
[12:45:29]  apneaa: it does not need a smith on it to be shit for sure
[12:45:32]  a_snail_chosen_at_random: fruit juice gaming
[12:45:33]  apneaa: NOBAYRS
[12:46:43]  a_snail_chosen_at_random: purity's fun
[12:47:09]  dr0gulus: purity says draw 3
[12:47:28]  moribund: Labi Siffre FeelsGoodMan
[12:48:54]  moribund: WIDECATJAM
[12:48:54]  nightbot: WARNING: This emote is unlisted. Either it hasn't yet been confirmed by a moderator, or the moderation team chose not to confirm this emote. As a result, we cannot guarantee it is safe to show on a livestream.
[12:51:37]  a_snail_chosen_at_random: too strong Sadge
[12:51:58]  a_snail_chosen_at_random: intim with amid?
[12:52:43]  sycocell: i'm not kidding you - you haven't been "live" on my followers tab all day. i just happened to search your name for a VOD and you were live. i'm mad at twitch
[12:52:45]  sycocell: anyways how are the runs
[12:53:36]  sycocell: like - you're live, i'm in this stream, i'm following you, but you're not on my followers list. this is a conspiracy
[12:54:15]  a_snail_chosen_at_random: it's because you haven't donated tp the trevor project
[12:54:22]  dr0gulus: TPOG
[12:54:31]  dr0gulus: did someone say tp
[12:54:36]  sycocell: both - the one on the left side of desktop twitch and the actual "Following" link.. you just don't exist
[12:54:46]  a_snail_chosen_at_random: im tpogging
[12:55:08]  sycocell: anyways glad you're live hope you're having a great day!
[12:55:12]  a_snail_chosen_at_random: does this deck have any block
[12:55:15]  sycocell: also hey dr0g hey snail
[12:55:20]  a_snail_chosen_at_random: hey syco
[12:57:07]  duncanarchib: whoops
[12:57:09]  a_snail_chosen_at_random: combust sucks
[12:57:45]  duncanarchib: come on now grembo leader you know the deal
[12:58:14]  moribund: This is just last run's seed with Ironclad
[12:58:41]  moribund: even the same potion in the potion belt LUL
[12:59:57]  moribund: 2020Shred
[13:01:25]  a_snail_chosen_at_random: whatagamer
[13:04:05]  duncanarchib: +9 gold tho
[13:04:08]  bahbkarns: any limit breakers
[13:04:25]  moribund: it lets you use renzokuken which is pretty strong
[13:04:38]  apneaa: coach would not be able to resist this one
[13:04:42]  moribund: Squall's limit break
[13:04:43]  moribund: dkShame
[13:05:18]  moribund: they are limit breaks in FF8
[13:05:26]  apneaa: wait
[13:05:28]  apneaa: arent they named
[13:05:30]  apneaa: different
[13:05:32]  apneaa: for other characters
[13:05:38]  apneaa: i thought only cloud had it named limit break
[13:05:47]  apneaa: i have no idea
[13:05:51]  moribund: they're all limit breaks in FF8
[13:05:55]  apneaa: ohhhh
[13:05:56]  apneaa: 8
[13:05:58]  moribund: but it's called something else for each character
[13:05:59]  apneaa: sorry
[13:06:09]  bahbkarns: Each character had limit breaks, just different names
[13:06:14]  bahbkarns: But they were limit breaks
[13:06:14]  duncanarchib: ff6 was my favorite game, then ff7 was amazing, then ff8 and i've never played the series again lol
[13:06:15]  moribund: Squall is Renzokuken, Zell is Duel, Sophie is Slots
[13:06:16]  moribund: etc
[13:06:24]  moribund: Selphie*
[13:06:42]  moribund: 8 and 9 are my favorites by far
[13:06:43]  bahbkarns: tactics is the best final fantasy, prove me wrong
[13:06:46]  moribund: but they're also the first two I played
[13:06:47]  apneaa: i played one spin off from 12 on ds
[13:06:49]  apneaa: it was so bad
[13:06:52]  apneaa: i sent it back
[13:06:53]  apneaa: lul
[13:06:55]  apneaa: it was
[13:06:58]  apneaa: so freaking bad
[13:06:59]  apneaa: LUL
[13:07:11]  apneaa: meanwhile tactics Kreygasm
[13:07:17]  duncanarchib: you should check out the earlier ones moribund
[13:07:34]  apneaa: ff4 is the only regular line ff i played
[13:07:38]  apneaa: the music is so good
[13:07:42]  moribund: I played FF6
[13:08:07]  moribund: and I tried a few earlier ones but I don't know if i finished them. I know I definitely didn't finish the NES games. A little too dated for me
[13:08:20]  moribund: and I got bored during the tutorial for tactics
[13:08:34]  apneaa: @moribund youre not supposed
[13:08:37]  apneaa: to read the tutorial
[13:08:39]  moribund: I'm too impatient in my sunset years
[13:08:45]  apneaa: theres no tactics in tactics
[13:08:48]  duncanarchib: just go to that forest up in the top right corner that's all t-rex's and you can level up everyone super fast if you don't like the grind
[13:09:03]  apneaa: it's the least strategic strategy game on earth
[13:09:07]  apneaa: it's more the clan management
[13:09:10]  apneaa: thats good
[13:09:23]  apneaa: it's like being a boss
[13:09:27]  apneaa: and you are managing the team
[13:09:30]  apneaa: very fun
[13:09:47]  apneaa: oh i need to be there on the 8th of whatever the hell month in the ff calendar
[13:09:50]  apneaa: but i also have to be here
[13:09:58]  apneaa: and on the 9 of whatever
[13:10:11]  apneaa: lets take this road because theres an encounter on the way
[13:10:15]  apneaa: and then stop by this city
[13:10:15]  moribund: the Steam remasters for 8 and 9 have handy QoL tools
[13:10:23]  apneaa: for the meterial for this character i just picked up
[13:10:28]  duncanarchib: do they get rid of the junctioning system?
[13:10:30]  bahbkarns: 9 is getting a legit remake too, pretty hype for that
[13:10:32]  apneaa: it's a very fun management
[13:10:37]  bahbkarns: not just the HD update
[13:10:37]  apneaa: but the actual fights?
[13:10:39]  apneaa: broken
[13:10:48]  apneaa: you get so absurdly op
[13:10:48]  moribund: no, but I think you can give yourself 99 of every magic or something like that?
[13:11:06]  duncanarchib: that'd go a long way
[13:11:23]  apneaa: @moribund every single fight in tactics is winnable by pressing a repeatedly and moving your characters into a range to attack
[13:11:30]  apneaa: with absolutly no thought whatsoever
[13:11:32]  moribund: I don't doubt it
[13:11:37]  apneaa: given you have managed your team decently
[13:11:43]  moribund: but I think I reached minute 5 of just having to stare at the game playing itself
[13:11:47]  moribund: and I said "fuck this" and turned it off
[13:12:00]  apneaa: did you do the og or the second one
[13:12:02]  apneaa: @moribund
[13:12:20]  moribund: the one for PSX which I think is the OG?
[13:12:26]  apneaa: it is
[13:12:43]  apneaa: the second one has a much shorter tutorial and get you going into the story very fast
[13:13:31]  moribund: I may revisit it at some point
[13:14:32]  apneaa: tactics are funny in that
[13:14:34]  apneaa: you actually cant
[13:14:36]  apneaa: 100%
[13:14:40]  apneaa: your first go through
[13:14:43]  apneaa: LUL
[13:14:51]  moribund: I played through 9 earlier this year. It's really good, but the ending is... not good
[13:14:55]  apneaa: just because of the way you have to manage time
[13:14:57]  sycocell: yeah 9 is the only ff i haven't played due to similar circumstances (having to borrow, etc)
[13:15:01]  apneaa: to be able to do all the missions
[13:15:42]  apneaa: i forgot
[13:15:46]  sycocell: 8 is my favorite and they shun it every chance they get
[13:15:49]  apneaa: what was controversial about ff9 ending
[13:15:53]  sycocell: no 8 got a remaster, it's not getting a remake
[13:15:53]  apneaa: i know some dont like it
[13:16:08]  moribund: I'm only aware of the FF7 remake. I wasn't aware of any other remakes
[13:16:09]  sparklecrotchthottie: dont cry beardy
[13:16:09]  apneaa: what is the story of 8?
[13:16:10]  bahbkarns: 9 remake is supposed to be faithful mechanics wise, but total graphical overhaul instead of just scaled
[13:16:13]  apneaa: i've never heard about it
[13:16:49]  bahbkarns: 9 ending / final boss was just kind of like "Oh, well this is a thing"
[13:18:44]  apneaa: no one want to tell me about ff8 :/
[13:18:53]  apneaa: i guess i'll look through a summary on youtube
[13:18:55]  apneaa: dkShame
[13:19:07]  bahbkarns: nobody knows how the story for 8 is supposed to go
[13:19:15]  bahbkarns: It's just very all over the place
[13:19:32]  captainfalcum: seven ate nein hehe
[13:19:35]  bahbkarns: 9 got an upscale
[13:19:35]  duncanarchib: i don't know the story for 8 cause i never finished it
[13:20:25]  sycocell: @Apneaa 8 = you're a student becoming a mercenary for a military group called SeeD and in your training/adventures you get wrapped up in a plot to destroy the world and you save it. that's the most simple version because it gets VERY convoluted toward the end
[13:20:39]  moneymoneyloot: 8 had the best card game
[13:20:43]  moribund: hell yes
[13:20:48]  sycocell: @moneymoneyloot this is factual
[13:20:49]  moribund: Triple Triad
[13:20:59]  moribund: 9 had Tetra Master which is g a r b a g e
[13:21:17]  paparatto18: can you kill it
[13:21:24]  moneymoneyloot: pogpa
[13:21:38]  moneymoneyloot: !hate tetra master
[13:22:54]  apneaa: @sycocell thanks syco
[13:23:02]  apneaa: i'm halfway through the plot
[13:23:04]  apneaa: and wtf
[13:23:06]  apneaa: is going on
[13:23:06]  paparatto18: kill
[13:23:28]  sparklecrotchthottie: perhabs a nom of this wench
[13:23:35]  sycocell: @Apneaa LMAO yeah that's why i kept it simple. because when you actually get into the story it can be hard to keep track. the last disc of that game = woof story-wise
[13:23:40]  duncanarchib: flower setup tho
[13:24:04]  moribund: all Final Fantasy plots are borderline nonsensical
[13:24:08]  sycocell: ^
[13:24:08]  apneaa: i found a 13 min shortened video
[13:24:11]  moribund: 8 is especially ridiculous
[13:24:15]  ruah777: how is the deck going
[13:24:22]  sparklecrotchthottie: w0wge
[13:24:23]  paparatto18: wow
[13:24:24]  ruah777: so far it looks strug from the relic bar and hp
[13:24:28]  moribund: !wow
[13:24:31]  duncanarchib: !wow
[13:24:39]  sparklecrotchthottie: so sleeby
[13:24:40]  captainnoobzor: wow
[13:25:02]  sparklecrotchthottie: !cummands
[13:25:03]  bunhara: thats for the money section of the stream
[13:25:08]  moneymoneyloot: sparkle do the splits on mac millers grave
[13:25:09]  bunhara: wait for beardy to switch personas
[13:25:18]  moneymoneyloot: plz go live noobzor
[13:25:22]  sycocell: noobzor go live
[13:25:22]  nerdbusta1: !sr https://youtu.be/bBlRuGFT7Ew
[13:25:22]  nightbot: @nerdbusta1 -> "Kool And The Gang - Too Hot" by Lukas Funk has been added to the queue in position #1
[13:25:25]  captainnoobzor: I'm living
[13:25:28]  moneymoneyloot: go live your life
[13:25:34]  sycocell: CaptainIRL
[13:26:04]  sparklecrotchthottie: are you eating some porridge
[13:26:24]  sparklecrotchthottie: pog
[13:26:26]  moribund: adult cereal
[13:26:30]  moribund: XXX adults only
[13:26:31]  moneymoneyloot: moneym59JACKIE
[13:27:06]  moribund: monkaS
[13:27:18]  bunhara: america will not stand
[13:27:20]  bunhara: KKona
[13:27:30]  nerdbusta1: moneym59JAM
[13:27:31]  firstdane: we only accept gore and combat footage here
[13:27:32]  skippygoober: I was going to say it was adult cereal because they charge adult prices but now with the new child labor laws child labor is legal again and children can earn their food money now
[13:27:38]  firstdane: nipples are a no go
[13:27:40]  apneaa: ok i'm done
[13:27:41]  apneaa: what
[13:27:59]  apneaa: what was that
[13:28:02]  moneymoneyloot: Adge
[13:28:03]  apneaa: ff8 story is uh
[13:28:06]  apneaa: i dont like it
[13:28:07]  apneaa: LUL
[13:28:17]  apneaa: it's very ff esque at least
[13:28:37]  paparatto18: reaper card is good imo
[13:28:38]  bunhara: Adge
[13:28:41]  sycocell: @Apneaa still my favorite tho i can admit the story is sus. it's the first FF i ever bought myself and first FF i ever beat w/o my brother's help. nostalgia strong
[13:28:51]  moribund: I love the story in ff8 even though it's dumb as hell
[13:28:54]  apneaa: @SycoCell it look like it's more character based as always
[13:28:58]  apneaa: and the story is just there
[13:28:59]  paparatto18: Adge
[13:29:07]  sycocell: @Apneaa that's a very good way to put it
[13:29:19]  apneaa: ff is just character focus and something absolutly nonsensical is going on behind as usual
[13:29:23]  apneaa: oh and memory loss
[13:29:40]  apneaa: a ff game GOT to have some memory loss
[13:29:41]  moribund: the memory loss aspect is indefensibly stupid
[13:31:11]  moribund: WIDECATJAM catJAM WIDECATJAM catJAM WIDECATJAM catJAM WIDECATJAM catJAM WIDECATJAM catJAM
[13:31:11]  nightbot: WARNING: This emote is unlisted. Either it hasn't yet been confirmed by a moderator, or the moderation team chose not to confirm this emote. As a result, we cannot guarantee it is safe to show on a livestream.
[13:31:19]  theyarejo: Omg isn’t BG3 so good?
[13:31:28]  theyarejo: !pronouns
[13:31:28]  nightbot: Automatically share your pronouns as a chat badge: https://pronouns.alejo.io/ -- Don't forget the extension for Firefox ( https://pronouns.alejo.io/firefox ) or Chrome ( https://pronouns.alejo.io/chrome )!
[13:31:54]  paparatto18: WIDECATJAM
[13:31:54]  nightbot: WARNING: This emote is unlisted. Either it hasn't yet been confirmed by a moderator, or the moderation team chose not to confirm this emote. As a result, we cannot guarantee it is safe to show on a livestream.
[13:31:56]  firstdane: BG3 is unreal
[13:32:00]  theyarejo: I’m obsessed with it. It’s the first game I’ve been addicted to in probably 5 years other than STS.
[13:32:13]  moribund: @firstdane actually it's the Divinity engine
[13:32:25]  moribund: D:
[13:32:27]  theyarejo: Idk as an adult I lost a lot of the enthusiasm about games and this game I literally am so into.
[13:32:28]  firstdane: @Redbeardy_McGee will you unmod moribund? i need to do something
[13:32:35]  moribund: monkaGIGA
[13:32:38]  theyarejo: Oh yeah. If you can imagine it in the game it’s possible.
[13:32:57]  nerdbusta1: Key me
[13:33:44]  theyarejo: Also highly recommend getting speak to animals and speak to the dead.
[13:33:49]  firstdane: ive always wanted someone to invite me to work on humps
[13:34:33]  moneymoneyloot: moneym59JACKIE
[13:34:37]  dr0gulus: i recommend getting talk to dr0gs
[13:35:10]  moneymoneyloot: dr0gs are incomprehensiblle
[13:35:11]  theyarejo: Sorry just got back
[13:35:12]  theyarejo: Toddler nephew had an emergency.
[13:35:37]  ruah777: just getting down our baby demon form
[13:35:40]  paparatto18: speak to dr1g
[13:35:46]  nerdbusta1: cringe. I’ve been actively trying to get green key in Act 1 lately for free pathing later
[13:35:58]  paparatto18: green key act 1 klinda owns
[13:36:09]  apneaa: green key act2 is the real shit tho
[13:36:09]  moneymoneyloot: green key act 1 is heaven
[13:36:10]  nerdbusta1: I over extend but I’m a go next monkey anyway
[13:37:44]  nerdbusta1: happy flower is sad
[13:38:03]  paparatto18: the secret to the game is that everyone but silent owns in act 1
[13:38:10]  paparatto18: and silent sometimes owns in act 1
[13:38:12]  firstdane: firdHAPPY
[13:39:01]  moneymoneyloot: defect owns
[13:39:18]  nerdbusta1: @paparatto18 I had a clad run recently where I took 4 elites plus dead adventurer
[13:39:24]  nerdbusta1: Act 1 is for babies
[13:39:27]  firstdane: speak it into existence money
[13:39:54]  moneymoneyloot: i love the rbt vry pwrfl chrctr
[13:40:05]  paparatto18: clad takes one anger and solos 5 elites
[13:40:16]  paparatto18: silent takes 5 attacks and dies to floor 6 laga
[13:40:20]  nerdbusta1: Also floor 1 clothesline owns
[13:40:26]  paparatto18: it's ok
[13:40:33]  paparatto18: clad owns so it owns
[13:40:35]  nerdbusta1: Anger is pog
[13:41:51]  moribund: Burning Pact when
[13:41:57]  nerdbusta1: Clad does own.. feel no brain
[13:41:59]  paparatto18: oh
[13:42:03]  paparatto18: abandon run
[13:42:10]  paparatto18: go next
[13:43:33]  nerdbusta1: Anyone else just get pissed when playing as clad to get into character
[13:44:13]  nerdbusta1: Turning on all the gory beta art for full immersion
[13:46:17]  moribund: 27 gold
[13:50:08]  ruah777: i honestly think pretty hard on the flex to try to get seed str
[13:53:15]  ruah777: i see our block plan is reaper
[13:54:33]  ruah777: wait
[13:54:39]  ruah777: did we get gig combo
[13:54:42]  ruah777: like
[13:54:44]  ruah777: legit
[13:54:48]  moribund: FeelsGoodMan
[13:54:50]  ruah777: its play card get 1 str
[13:54:56]  ruah777: 2 str
[13:55:05]  ruah777: yea
[13:55:18]  ruah777: yea that is oddly the hi roll
[13:55:27]  ruah777: only way it can be better is if we had cube
[13:55:34]  ruah777: i just key for flexiblity
[13:55:47]  firstdane: dont want the second wind upgrade?
[13:56:10]  ruah777: i think with how much we can face tank that second wind upgrade is not that important
[13:56:29]  ruah777: our game plan is just dont die, make tons of str, reaper and feed
[13:56:34]  firstdane: seems like a good hedge and a card that will be used to thin out the deck anyway
[13:56:41]  ruah777: maybe
[13:56:48]  ruah777: i dont think its critcal right now
[13:57:31]  ruah777: question now is if we get off the feed
[13:57:46]  ruah777: looking hard
[13:58:11]  ruah777: wow
[13:58:13]  ruah777: the feed too?
[13:58:23]  ruah777: that is a little luck
[13:58:38]  ruah777: I think with raptor pain we dont need spot right?
[13:58:42]  paparatto18: strongrth
[13:58:44]  ruah777: and upper cut is meh?
[13:58:51]  paparatto18: uppercgut sucks
[14:01:24]  paparatto18: !sr nobbers
[14:01:25]  nightbot: @paparatto18 -> "Nobbers" by Here Are The Young Men - Topic has been added to the queue in position #1
[14:02:05]  moribund: !sr spiker
[14:02:06]  nightbot: @moribund -> "How to make powerful Bluetooth speaker at home | Bluetooth speakers #shorts #viral #bluetooth #video" by Home world tech has been added to the queue in position #2
[14:02:12]  moribund: WutFace
[14:03:06]  moribund: NOBAYRS
[14:04:41]  ruah777: very nothing floor
[14:04:48]  ruah777: i can see second win
[14:04:54]  ruah777: more just because other ones are meh
[14:05:00]  ruah777: any thought for draw upgrade?
[14:05:07]  ruah777: like do we just combo off faster?
[14:05:32]  ruah777: kk
[14:05:40]  ruah777: im not against second wind
[14:05:44]  ruah777: just asking to have the though
[14:06:00]  paparatto18: !slay the spire guardian emerges
[14:06:02]  ruah777: well
[14:06:05]  paparatto18: wow
[14:06:06]  ruah777: once we combo, its over
[14:06:08]  paparatto18: !sr slay the spire guardian emerges
[14:06:08]  nightbot: @paparatto18 -> "The Guardian Emerges" by Clark Aboud - Topic has been added to the queue in position #1
[14:07:22]  ruah777: bottom deck pain is sadge
[14:07:42]  ruah777: its a little worry but its going to be fine still
[14:07:49]  ruah777: we have the buffer hp
[14:08:08]  ruah777: limit breath?
[14:08:48]  ruah777: now we get dumb?
[14:09:51]  ruah777: yea this fight makes me feel the second wind was like the only real upgrade
[14:11:38]  paparatto18: pain owns
[14:11:45]  paparatto18: broken card
[14:12:14]  moneymoneyloot: i really dont get the fascination with deep breath without sundial
[14:12:24]  moneymoneyloot: card blows
[14:12:33]  paparatto18: reshuffles limit break
[14:12:35]  paparatto18: but whocares
[14:12:40]  moneymoneyloot: ya
[14:12:44]  moneymoneyloot: who cares
[14:12:48]  paparatto18: butt garbo does it better
[14:12:56]  moneymoneyloot: exactly
[14:13:00]  nerdbusta1: I mean it is free draw
[14:13:29]  moneymoneyloot: "free" 1 draw that you can't play until you draw your important cards
[14:13:33]  captainfalcum: Giant rip
